Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,target
0,0.0,0,0.0,9.0,482.0,0.0,0.022222222,0.0,0.0,Feb,Returning_Visitor,0
1,9.0,0,0.0,46.0,4084.393939,0.0,0.001794872,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,22.0,0.0,0.066666667,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,15.0,310.1666667,0.0,0.006666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,34.0,0.0,0.05,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,88.0,0.0,0.05,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,22.0,622.25,0.003030303,0.006060606,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,14.0,222.4,0.017142857,0.057142857,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,80.0,0.066666667,0.133333333,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,11.0,800.8333333,0.0,0.003636364,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,12.0,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,29.0,0.0,0.1,0.0,1.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,160.0,0.0,0.075,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,135.6666667,0.05,0.025,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,Returning_Visitor,0
4,56.0,2,120.0,36.0,998.7416667,0.0,0.014736467,19.44707913,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,104.0,0.0,0.05,0.0,0.4,Feb,Returning_Visitor,0
2,16.0,0,0.0,16.0,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,169.0,0.0,0.016666667,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,8.0,400.8,0.05,0.120833333,0.0,0.0,Feb,Returning_Visitor,0
12,279.4166667,0,0.0,42.0,1553.583333,0.009,0.019666667,38.30849268,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,14.0,706.5,0.0,0.007142857,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
3,87.83333333,0,0.0,27.0,798.3333333,0.0,0.012643678,22.9160357,0.8,Feb,Returning_Visitor,1
4,44.0,0,0.0,90.0,588.679761925,0.002150538,0.015013034,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,18.0,902.0,0.0,0.007407407,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,20.0,197.3777778,0.025,0.0525,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,43.0,0.0,0.1,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,8.0,426.6666667,0.0,0.0125,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,135.0,0.0,0.066666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,16.0,588.3333333,0.0,0.025,0.0,0.0,Feb,Returning_Visitor,0
10,6.0,0,0.0,36.0,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,Returning_Visitor,1
0,0.0,0,0.0,2.0,76.0,0.0,0.05,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,7.0,208.0,0.0,0.028571429,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,270.0,0.0,0.016666667,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,12.0,375.0,0.016666667,0.058333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,7.0,150.0,0.057142857,0.085714286,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,138.0,0.0,0.066666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,7.0,337.5,0.028571429,0.023809524,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,19.0,620.0333333,0.0,0.007894737,0.0,0.0,Feb,Returning_Visitor,0
2,36.0,0,0.0,15.0,168.8461538,0.0,0.011764706,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,52.0,0.0,0.1,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,13.0,649.25,0.0,0.015384615,0.0,0.0,Feb,New_Visitor,0
0,0.0,0,0.0,27.0,925.3333333,0.003703704,0.025925926,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,33.0,0.0,0.1,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,1566.5,0.05,0.066666667,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,1,0.0,7.0,50.0,0.038095238,0.080952381,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,16.0,644.2,0.004166667,0.031666667,0.0,0.0,Feb,Returning_Visitor,0
3,18.33333333,0,0.0,38.0,2635.177778,0.0,0.008947368,0.0,0.4,Feb,Returning_Visitor,0
4,61.0,0,0.0,19.0,607.0,0.0,0.026984127,17.53595893,1.0,Feb,Returning_Visitor,1
0,0.0,0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,Feb,Returning_Visitor,0
2,31.0,1,16.0,36.0,2083.530952,0.0,0.01351025,0.0,0.8,Feb,Returning_Visitor,0
3,58.5,0,0.0,17.0,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,1,0.0,9.0,215.0,0.044444444,0.074074074,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,12.0,162.0,0.05,0.066666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,114.0,0.05,0.066666667,0.0,0.8,Feb,Returning_Visitor,0
6,326.25,4,94.0,128.0,5062.213753,0.000854701,0.01791847,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,253.0,0.0,0.016666667,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,0.0,0.2,0.2,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,Feb,Returning_Visitor,0
2,22.0,0,0.0,25.0,436.5,0.008,0.024,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,1,93.0,30.0,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,12.0,317.8333333,0.0,0.005555556,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,21.0,1146.333333,0.0,0.012962963,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,11.0,577.0,0.018181818,0.027272727,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,8.0,95.0,0.0,0.075,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,301.5,0.0,0.111111111,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,243.0,0.0,0.033333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,135.5,0.0,0.05,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,2,75.0,14.0,442.3333333,0.0,0.034375,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,41.0,0.0,0.066666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,11.0,292.9,0.028,0.11952381,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,9.0,1238.333333,0.0,0.040740741,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,10.0,225.4666667,0.0,0.05,0.0,0.4,Feb,Returning_Visitor,0
4,462.0,0,0.0,51.0,1873.216667,0.0,0.00754717,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,222.0,0.0,0.1,0.0,0.0,Feb,Returning_Visitor,0
2,20.0,0,0.0,16.0,214.8333333,0.0,0.022222222,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,2017.166667,0.0,0.011111111,0.0,0.8,Feb,Returning_Visitor,0
6,111.5,0,0.0,26.0,449.0277778,0.0,0.018518519,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,158.1666667,0.0,0.033333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,9.0,303.6666667,0.005555556,0.046296296,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,2.0,42.0,0.05,0.15,0.0,0.4,Feb,Returning_Visitor,0
4,103.625,0,0.0,14.0,1003.416667,0.0,0.018039216,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,Feb,Returning_Visitor,0
3,19.0,0,0.0,8.0,344.0,0.0,0.007407407,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,1,19.0,10.0,852.0,0.0,0.009090909,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,780.0,0.066666667,0.066666667,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,573.0,0.0,0.05,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,28.0,1231.233333,0.007142857,0.030357143,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,11.0,316.6666667,0.0,0.027272727,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,20.0,873.7365079,0.0075,0.028166667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,4.0,16.0,0.1,0.15,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,19.0,615.0,0.0,0.026315789,0.0,0.2,Feb,Returning_Visitor,0
0,0.0,0,0.0,9.0,261.75,0.0,0.026666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,21.0,615.8831169,0.033333333,0.04993081,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,117.5,0.0,0.033333333,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,23.0,501.6666667,0.008695652,0.01884058,0.0,0.6,Feb,Returning_Visitor,0
2,58.0,2,22.0,31.0,829.1666667,0.03030303,0.040606061,0.0,0.0,Feb,Returning_Visitor,0
1,9.5,0,0.0,23.0,1223.0,0.015217391,0.012463768,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,467.0,0.0,0.016666667,0.0,0.4,Feb,Returning_Visitor,0
0,0.0,0,0.0,23.0,737.1666667,0.008695652,0.011594203,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,12.0,129.0,0.0,0.033333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,5.0,63.0,0.0,0.04,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,5.0,125.0,0.086666667,0.166666667,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,11.0,684.3333333,0.018181818,0.063636364,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,20.0,665.4722222,0.0,0.0145,0.0,0.8,Feb,Returning_Visitor,0
1,0.0,0,0.0,15.0,487.5,0.0,0.019166667,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,0,0.0,17.0,437.1666667,0.011111111,0.033333333,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,3.0,55.0,0.066666667,0.1,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,Feb,Returning_Visitor,0
5,41.3,0,0.0,24.0,446.9277778,0.0,0.008602151,0.0,1.0,Feb,Returning_Visitor,0
3,87.0,0,0.0,10.0,320.5,0.0,0.015384615,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,7.0,666.0,0.0,0.014285714,0.0,0.0,Feb,Returning_Visitor,0
1,0.0,0,0.0,21.0,405.7095238,0.010743802,0.047002635,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,6.0,163.25,0.033333333,0.033333333,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,17.0,284.25,0.0,0.011764706,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,Returning_Visitor,0
0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,Returning_Visitor,0
0,0.0,0,0.0,8.0,260.0,0.008333333,0.025,0.0,0.8,Feb,Returning_Visitor,0
0,0.0,16,0.0,5.0,279.8571429,0.003174603,0.012764202,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,20.0,927.45,0.011111111,0.027248677,8.000740741,0.0,Mar,Returning_Visitor,0
2,9.0,0,0.0,50.0,836.8,0.0,0.006339869,0.0,0.0,Mar,Returning_Visitor,0
10,293.7782051,2,153.0,96.0,3283.166739,0.001960784,0.013509414,0.0,0.0,Mar,Returning_Visitor,0
9,111.5,1,48.5,49.0,1868.819697,0.0,0.020708874,1.706014966,0.0,Mar,Returning_Visitor,1
3,47.0,1,51.0,68.0,3008.124108,0.007142857,0.016727891,46.53017511,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,Returning_Visitor,0
3,6.0,5,3.0,24.0,3230.25,0.036190476,0.096,0.0,0.0,Mar,Returning_Visitor,0
3,52.0,0,0.0,9.0,319.0,0.0,0.02,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,3.0,42.0,0.0,0.066666667,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,22.0,354.3333333,0.009090909,0.057662338,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,98.0,3556.61241,0.002061856,0.010173465,0.0,0.0,Mar,Returning_Visitor,0
2,56.0,1,144.0,67.0,2563.783333,0.0,0.005797101,19.34265017,0.0,Mar,New_Visitor,1
3,112.9607843,0,0.0,13.0,3014.018519,0.013068182,0.06140625,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,17.0,840.2333333,0.0,0.001666667,0.0,0.0,Mar,New_Visitor,1
3,94.0,2,125.0,55.0,1970.844805,0.0,0.001724138,0.0,0.0,Mar,New_Visitor,1
1,32.0,0,0.0,50.0,2867.0,0.0,0.004,0.0,0.0,Mar,Returning_Visitor,1
0,0.0,0,0.0,5.0,43.0,0.0,0.04,0.0,0.0,Mar,Returning_Visitor,0
5,218.0,0,0.0,13.0,284.5,0.0,0.004166667,0.0,0.0,Mar,New_Visitor,0
0,0.0,0,0.0,3.0,133.5,0.0,0.088888889,0.0,0.0,Mar,Returning_Visitor,0
1,119.0,0,0.0,12.0,297.6666667,0.0,0.008333333,0.0,0.0,Mar,Returning_Visitor,0
3,281.0,0,0.0,16.0,453.75,0.0,0.005263158,0.0,0.0,Mar,New_Visitor,0
1,18.0,0,0.0,16.0,1331.75,0.0,0.0125,33.79956701,0.0,Mar,New_Visitor,1
2,40.0,0,0.0,5.0,558.5,0.0,0.028571429,0.0,0.0,Mar,New_Visitor,0
3,107.0,0,0.0,4.0,145.8333333,0.0,0.016666667,0.0,0.0,Mar,New_Visitor,0
0,0.0,0,0.0,8.0,731.0,0.0,0.04375,0.0,0.0,Mar,Returning_Visitor,0
2,49.0,1,127.0,4.0,188.0,0.033333333,0.0375,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,14.0,565.3333333,0.037619048,0.04952381,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,2.0,50.0,0.0,0.05,0.0,0.0,Mar,Returning_Visitor,0
4,57.0,0,0.0,7.0,591.0,0.006666667,0.033333333,0.0,0.0,Mar,Returning_Visitor,0
2,2.0,3,261.0,10.0,281.0,0.0,0.042857143,0.0,0.0,Mar,Returning_Visitor,0
2,123.0,2,306.3333333,18.0,483.8333333,0.0,0.02,0.0,0.0,Mar,Returning_Visitor,0
2,118.0,0,0.0,4.0,42.0,0.0,0.066666667,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,35.0,1192.386111,0.005714286,0.028571429,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,12.0,198.0,0.016666667,0.075,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.0,Mar,Returning_Visitor,0
2,38.0,0,0.0,14.0,643.0,0.0,0.013333333,35.0928,0.0,Mar,Returning_Visitor,1
0,0.0,0,0.0,5.0,23.0,0.08,0.12,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,4.0,14.0,0.1,0.15,0.0,0.0,Mar,Returning_Visitor,0
1,54.0,0,0.0,6.0,210.5,0.0,0.02,0.0,0.0,Mar,New_Visitor,0
1,6.0,0,0.0,28.0,1529.30467,0.001481481,0.009150327,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,Mar,Returning_Visitor,0
5,74.25,2,84.0,37.0,1599.083333,0.0,0.006578947,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,9.0,102.5,0.0,0.022222222,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,16.0,2337.0,0.0,0.013333333,17.76266667,0.0,Mar,Returning_Visitor,1
0,0.0,0,0.0,19.0,1883.5,0.010526316,0.021052632,0.0,0.0,Mar,Returning_Visitor,0
2,32.0,0,0.0,50.0,1245.3,0.004,0.020666667,7.146260888,0.0,Mar,Returning_Visitor,0
6,6.0,0,0.0,22.0,1674.583333,0.0,0.014666667,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,9.0,132.0,0.011111111,0.033333333,0.0,0.0,Mar,Returning_Visitor,0
1,73.0,1,0.0,50.0,1434.255128,0.0,0.019230769,22.03276923,0.0,Mar,Returning_Visitor,0
2,154.0,0,0.0,18.0,367.25,0.005263158,0.044210526,0.0,0.0,Mar,Returning_Visitor,0
3,49.33333333,5,303.25,7.0,148.5,0.0,0.014081633,0.0,0.0,Mar,Returning_Visitor,0
3,118.5,0,0.0,29.0,1482.210784,0.006896552,0.010600255,0.0,0.0,Mar,Returning_Visitor,0
6,153.5,0,0.0,34.0,1048.492063,0.011578947,0.032225685,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,9.0,478.0,0.0,0.011111111,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,16.0,980.25,0.0,0.04,0.0,0.0,Mar,Returning_Visitor,0
8,72.25,1,21.5,51.0,1124.693074,0.022807018,0.036550087,0.0,0.0,Mar,Returning_Visitor,0
2,24.5,0,0.0,22.0,353.1666667,0.018181818,0.031818182,0.0,0.0,Mar,Returning_Visitor,0
1,0.0,0,0.0,18.0,1489.083333,0.023529412,0.046470588,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,1,0.0,28.0,2389.333333,0.016666667,0.030833333,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,7.0,753.0,0.0,0.00952381,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,31.0,688.1666667,0.0,0.019354839,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,14.0,811.0,0.015384615,0.041025641,0.0,0.0,Mar,Returning_Visitor,0
1,22.0,0,0.0,9.0,415.25,0.033333333,0.048148148,0.0,0.0,Mar,Returning_Visitor,0
16,155.6313131,0,0.0,32.0,908.013456,0.005,0.01805276,4.368515556,0.0,Mar,Returning_Visitor,1
1,21.33333333,1,235.0,71.0,2753.378571,0.012676056,0.015201207,0.0,0.0,Mar,Returning_Visitor,0
2,191.0,1,100.0,46.0,2452.582143,0.007246377,0.022253906,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,18.0,5188.5,0.0,0.05,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,5.0,57.0,0.08,0.12,0.0,0.0,Mar,Returning_Visitor,0
0,0.0,0,0.0,2.0,8.0,0.0,0.1,0.0,0.0,Mar,Returning_Visitor,0
4,96.5,0,0.0,19.0,1430.659091,0.01,0.025666667,0.0,0.0,Mar,Returning_Visitor,0
1,13.0,0,0.0,2.0,20.0,0.0,0.05,0.0,0.0,Mar,Returning_Visitor,0
5,6.0,0,0.0,4.0,1373.75,0.0,0.02,0.0,0.0,Mar,Returning_Visitor,0
